claim_line_id,claim_id,line_number,part_number,vmrs_component_code,vmrs_cause_code,vmrs_correction_code,quantity,unit_cost,line_total,labor_hours,srt_standard_hours,labor_variance_pct,cost_variance_pct,repair_type
CL-000216,WC-2023000111,2,A-680-490-05-00,043,05,04,1,2815.62,2815.62,1.7,1.8,-5.6,4.3,Complex
CL-000217,WC-2023000111,3,A-960-540-01-00,042,04,04,1,838.96,838.96,3.2,3.4,-5.9,7.6,Complex
CL-000218,WC-2023000112,1,A-960-320-10-01,042,02,04,1,1838.2,1838.2,3.8,3.7,2.7,2.1,Standard
CL-000219,WC-2023000112,2,A-001-545-76-32,041,02,07,1,3136.44,3136.44,2.8,2.5,12.0,-7.8,Complex
CL-000220,WC-2023000113,1,A-001-997-70-00,045,03,02,1,357.66,357.66,1.5,1.6,-6.3,5.2,Standard
CL-000221,WC-2023000114,1,A-001-997-70-00,045,03,09,1,343.49,343.49,1.5,1.6,-6.3,1.0,Complex
CL-000222,WC-2023000114,2,A-001-997-60-12,045,02,03,1,2061.05,2061.05,1.5,1.6,-6.3,-1.9,Standard
CL-000223,WC-2023000114,3,A-001-545-80-00,041,06,04,1,1339.01,1339.01,2.0,2.3,-13.0,7.1,Complex
CL-000224,WC-2023000115,1,A-960-540-01-00,042,04,03,1,786.51,786.51,3.0,3.4,-11.8,0.8,Standard
CL-000225,WC-2023000116,1,A-001-997-70-00,045,03,02,1,336.32,336.32,1.6,1.6,0.0,-1.1,Standard
CL-000226,WC-2023000117,1,A-960-501-02-00,042,01,03,1,632.63,632.63,2.4,2.1,14.3,2.0,Complex
CL-000227,WC-2023000117,2,A-460-501-00-00,010,06,05,1,176.72,176.72,3.2,2.9,10.3,-4.5,Complex
CL-000228,WC-2023000118,1,A-001-997-55-45,045,01,04,3,836.7,2510.1,1.2,1.2,0.0,7.3,Complex
CL-000229,WC-2023000118,2,A-001-030-45-56,032,01,07,1,948.51,948.51,3.4,3.2,6.2,-0.2,Complex
CL-000230,WC-2023000118,3,A-680-480-03-00,043,04,02,1,1402.54,1402.54,2.9,2.9,0.0,-3.3,Complex
CL-000231,WC-2023000119,1,A-001-997-60-12,045,02,09,1,2195.03,2195.03,1.8,1.6,12.5,4.5,Complex
CL-000232,WC-2023000120,1,A-001-545-76-32,041,02,02,1,3139.49,3139.49,2.8,2.5,12.0,-7.7,Complex
CL-000233,WC-2023000120,2,A-680-495-01-00,043,06,02,1,677.75,677.75,2.5,2.2,13.6,4.3,Standard
CL-000234,WC-2023000120,3,A-680-490-05-00,043,05,03,1,2640.43,2640.43,1.8,1.8,0.0,-2.2,Complex
CL-000235,WC-2023000121,1,A-960-540-01-00,042,04,07,1,811.19,811.19,2.9,3.4,-14.7,4.0,Complex
CL-000236,WC-2023000122,1,A-460-420-03-00,010,04,08,1,1106.63,1106.63,2.2,2.4,-8.3,-3.8,Complex
CL-000237,WC-2023000123,1,A-001-030-60-12,032,02,05,1,1095.92,1095.92,2.5,2.5,0.0,-0.4,Complex
CL-000238,WC-2023000124,1,A-001-545-76-32,041,02,01,1,3311.8,3311.8,2.4,2.5,-4.0,-2.6,Complex
CL-000239,WC-2023000125,1,A-960-501-02-00,042,01,01,1,613.81,613.81,1.9,2.1,-9.5,-1.0,Complex
CL-000240,WC-2023000126,1,A-001-545-80-00,041,06,04,1,1200.25,1200.25,2.3,2.3,0.0,-4.0,Complex
CL-000241,WC-2023000127,1,A-680-490-02-04,043,03,06,1,1968.46,1968.46,2.2,2.3,-4.3,0.9,Standard
CL-000242,WC-2023000127,2,A-680-490-05-00,043,05,07,1,2602.62,2602.62,2.0,1.8,11.1,-3.6,Complex
CL-000243,WC-2023000128,1,A-680-490-05-00,043,05,04,1,2485.15,2485.15,1.6,1.8,-11.1,-8.0,Standard
CL-000244,WC-2023000128,2,A-680-495-01-00,043,06,03,1,661.95,661.95,2.5,2.2,13.6,1.8,Complex
CL-000245,WC-2023000128,3,A-460-350-02-00,010,05,03,1,160.34,160.34,2.2,2.0,10.0,-2.8,Complex
CL-000246,WC-2023000129,1,A-960-501-02-00,042,01,06,1,625.74,625.74,2.2,2.1,4.8,0.9,Standard
CL-000247,WC-2023000129,2,A-001-030-60-12,032,02,06,1,1076.36,1076.36,2.1,2.5,-16.0,-2.1,Complex
CL-000248,WC-2023000130,1,A-960-540-01-00,042,04,05,1,841.87,841.87,3.3,3.4,-2.9,7.9,Complex
CL-000249,WC-2023000131,1,A-680-490-02-04,043,03,04,1,2061.66,2061.66,2.2,2.3,-4.3,5.7,Standard
CL-000250,WC-2023000132,1,A-680-480-03-00,043,04,01,1,1507.26,1507.26,2.6,2.9,-10.3,3.9,Complex
CL-000251,WC-2023000132,2,A-960-540-01-00,042,04,08,1,761.37,761.37,3.2,3.4,-5.9,-2.4,Standard
CL-000252,WC-2023000133,1,A-001-030-95-00,032,04,01,1,1868.58,1868.58,2.0,1.9,5.3,3.8,Complex
CL-000253,WC-2023000133,2,A-460-420-03-00,010,04,06,1,1090.75,1090.75,2.5,2.4,4.2,-5.2,Complex
CL-000254,WC-2023000133,3,A-001-030-80-00,032,03,03,1,209.03,209.03,1.2,1.3,-7.7,-5.0,Complex
CL-000255,WC-2023000134,1,A-960-320-10-01,042,02,09,1,1857.5,1857.5,3.4,3.7,-8.1,3.2,Complex
CL-000256,WC-2023000134,2,A-714-280-01-00,038,01,04,1,302.69,302.69,0.6,0.7,-14.3,4.4,Complex
CL-000257,WC-2023000135,1,A-350-200-01-00,050,02,08,1,196.46,196.46,2.4,1.8,33.3,0.7,Complex
CL-000258,WC-2023000136,1,A-350-100-01-00,050,01,03,1,384.13,384.13,1.4,1.2,16.7,1.1,Complex
CL-000259,WC-2023000136,2,A-680-495-01-00,043,06,05,1,603.6,603.6,2.4,2.2,9.1,-7.1,Standard
CL-000260,WC-2023000137,1,A-001-030-80-00,032,03,08,1,208.01,208.01,1.1,1.3,-15.4,-5.5,Complex
CL-000261,WC-2023000138,1,A-714-320-01-00,037,01,06,1,3035.22,3035.22,4.0,3.6,11.1,-5.1,Complex
CL-000262,WC-2023000138,2,A-460-350-02-00,010,05,07,1,173.53,173.53,1.9,2.0,-5.0,5.2,Standard
CL-000263,WC-2023000139,1,A-001-997-55-45,045,01,02,5,767.3,3836.5,1.1,1.2,-8.3,-1.6,Complex
CL-000264,WC-2023000140,1,A-001-997-70-00,045,03,06,1,355.29,355.29,1.6,1.6,0.0,4.5,Complex
CL-000265,WC-2023000140,2,A-001-802-88-01,041,05,09,1,3984.18,3984.18,2.2,2.5,-12.0,-5.1,Complex
CL-000266,WC-2023000141,1,A-960-540-01-00,042,04,07,1,739.91,739.91,3.4,3.4,0.0,-5.1,Standard
CL-000267,WC-2023000141,2,A-460-350-02-00,010,05,02,1,159.66,159.66,2.0,2.0,0.0,-3.2,Complex
CL-000268,WC-2023000142,1,A-460-500-01-03,010,01,06,1,958.39,958.39,3.4,3.5,-2.9,7.7,Complex
CL-000269,WC-2023000143,1,A-460-350-02-00,010,05,05,1,169.99,169.99,1.9,2.0,-5.0,3.0,Standard
CL-000270,WC-2023000144,1,A-001-545-80-00,041,06,06,1,1261.53,1261.53,2.5,2.3,8.7,0.9,Complex
CL-000271,WC-2023000144,2,A-714-260-02-00,037,03,03,1,2536.07,2536.07,2.4,2.2,9.1,5.7,Complex
CL-000272,WC-2023000145,1,A-001-997-70-00,045,03,07,1,339.5,339.5,1.6,1.6,0.0,-0.1,Standard
CL-000273,WC-2023000146,1,A-001-997-60-12,045,02,07,1,2110.92,2110.92,1.6,1.6,0.0,0.5,Complex
CL-000274,WC-2023000146,2,A-001-545-80-00,041,06,03,1,1207.26,1207.26,2.5,2.3,8.7,-3.4,Standard
CL-000275,WC-2023000146,3,A-680-490-05-00,043,05,06,1,2485.44,2485.44,1.7,1.8,-5.6,-7.9,Complex
CL-000276,WC-2023000147,1,A-001-030-80-00,032,03,07,1,233.5,233.5,1.4,1.3,7.7,6.1,Standard
CL-000277,WC-2023000147,2,A-001-030-95-00,032,04,04,1,1702.48,1702.48,2.1,1.9,10.5,-5.4,Standard
CL-000278,WC-2023000148,1,A-714-280-05-00,038,02,07,1,4440.82,4440.82,2.0,2.3,-13.0,-7.5,Complex
CL-000279,WC-2023000148,2,A-350-100-01-00,050,01,05,1,353.88,353.88,1.3,1.2,8.3,-6.9,Standard
CL-000280,WC-2023000148,3,A-350-200-01-00,050,02,01,1,198.34,198.34,1.9,1.8,5.6,1.7,Complex
CL-000281,WC-2023000149,1,A-460-500-01-03,010,01,02,1,832.63,832.63,3.2,3.5,-8.6,-6.4,Complex
CL-000282,WC-2023000149,2,A-001-997-55-45,045,01,05,2,778.95,1557.9,1.3,1.2,8.3,-0.1,Complex
CL-000283,WC-2023000150,1,A-001-997-60-12,045,02,04,1,2220.67,2220.67,1.7,1.6,6.2,5.7,Standard
CL-000284,WC-2023000150,2,A-460-350-02-00,010,05,01,1,167.2,167.2,2.2,2.0,10.0,1.3,Complex
CL-000285,WC-2023000150,3,A-001-030-80-00,032,03,09,1,220.3,220.3,1.2,1.3,-7.7,0.1,Complex
CL-000286,WC-2023000151,1,A-960-501-02-00,042,01,01,1,605.76,605.76,2.2,2.1,4.8,-2.3,Standard
CL-000287,WC-2023000151,2,A-460-500-01-03,010,01,07,1,870.57,870.57,3.8,3.5,8.6,-2.2,Standard
CL-000288,WC-2023000152,1,A-001-997-55-45,045,01,04,3,734.14,2202.42,1.3,1.2,8.3,-5.9,Standard
CL-000289,WC-2023000152,2,A-001-997-60-12,045,02,08,1,2187.92,2187.92,1.5,1.6,-6.3,4.2,Standard
CL-000290,WC-2023000152,3,A-460-350-02-00,010,05,02,1,172.43,172.43,2.0,2.0,0.0,4.5,Standard
CL-000291,WC-2023000153,1,A-714-280-01-00,038,01,06,1,289.66,289.66,0.7,0.7,0.0,-0.1,Complex
CL-000292,WC-2023000153,2,A-680-490-05-00,043,05,05,1,2895.02,2895.02,1.8,1.8,0.0,7.2,Standard
CL-000293,WC-2023000153,3,A-714-320-01-00,037,01,05,1,3291.06,3291.06,3.4,3.6,-5.6,2.8,Complex
CL-000294,WC-2023000154,1,A-001-997-60-12,045,02,04,1,1983.94,1983.94,1.6,1.6,0.0,-5.5,Complex
CL-000295,WC-2023000154,2,A-460-350-02-00,010,05,03,1,174.3,174.3,2.2,2.0,10.0,5.6,Complex
CL-000296,WC-2023000154,3,A-001-545-90-00,041,07,07,1,1777.02,1777.02,3.6,3.2,12.5,7.7,Complex
CL-000297,WC-2023000155,1,A-960-320-10-01,042,02,05,1,1858.85,1858.85,3.2,3.7,-13.5,3.3,Complex
CL-000298,WC-2023000155,2,A-001-545-80-00,041,06,07,1,1154.74,1154.74,2.5,2.3,8.7,-7.6,Complex
CL-000299,WC-2023000156,1,A-680-480-03-00,043,04,03,1,1399.94,1399.94,2.8,2.9,-3.4,-3.5,Standard
CL-000300,WC-2023000156,2,A-680-490-02-04,043,03,03,1,2035.88,2035.88,2.2,2.3,-4.3,4.4,Standard
CL-000301,WC-2023000157,1,A-001-030-95-00,032,04,06,1,1790.88,1790.88,1.7,1.9,-10.5,-0.5,Complex
CL-000302,WC-2023000157,2,A-960-320-10-01,042,02,05,1,1935.77,1935.77,3.4,3.7,-8.1,7.5,Standard
CL-000303,WC-2023000158,1,A-680-490-05-00,043,05,03,1,2821.21,2821.21,2.1,1.8,16.7,4.5,Standard
CL-000304,WC-2023000158,2,A-460-350-02-00,010,05,04,1,164.17,164.17,2.0,2.0,0.0,-0.5,Standard
CL-000305,WC-2023000159,1,A-714-280-05-00,038,02,06,1,4569.85,4569.85,2.4,2.3,4.3,-4.8,Standard
CL-000306,WC-2023000159,2,A-680-480-03-00,043,04,03,1,1368.4,1368.4,2.6,2.9,-10.3,-5.6,Standard
CL-000307,WC-2023000160,1,A-350-100-01-00,050,01,08,1,407.24,407.24,1.1,1.2,-8.3,7.2,Standard
CL-000308,WC-2023000161,1,A-001-997-70-00,045,03,09,1,324.24,324.24,1.6,1.6,0.0,-4.6,Complex
CL-000309,WC-2023000161,2,A-960-320-10-01,042,02,01,1,1802.52,1802.52,3.7,3.7,0.0,0.1,Standard
CL-000310,WC-2023000162,1,A-680-490-02-04,043,03,03,1,1833.92,1833.92,2.3,2.3,0.0,-6.0,Complex
CL-000311,WC-2023000162,2,A-714-280-01-00,038,01,04,1,269.64,269.64,0.8,0.7,14.3,-7.0,Complex
CL-000312,WC-2023000163,1,A-960-320-10-01,042,02,06,1,1664.2,1664.2,3.8,3.7,2.7,-7.5,Standard
CL-000313,WC-2023000164,1,A-680-480-01-02,043,01,02,1,2788.71,2788.71,3.2,3.1,3.2,-2.2,Complex
CL-000314,WC-2023000164,2,A-001-545-90-00,041,07,04,1,1737.41,1737.41,3.2,3.2,0.0,5.3,Standard
CL-000315,WC-2023000164,3,A-350-100-01-00,050,01,04,1,357.49,357.49,1.1,1.2,-8.3,-5.9,Standard
CL-000316,WC-2023000165,1,A-460-500-01-03,010,01,01,1,931.89,931.89,3.6,3.5,2.9,4.7,Standard
CL-000317,WC-2023000165,2,A-460-350-02-00,010,05,03,1,173.85,173.85,2.1,2.0,5.0,5.4,Complex
CL-000318,WC-2023000165,3,A-714-280-05-00,038,02,06,1,4855.36,4855.36,2.2,2.3,-4.3,1.2,Standard
CL-000319,WC-2023000166,1,A-350-100-01-00,050,01,03,1,351.15,351.15,1.2,1.2,0.0,-7.6,Standard
CL-000320,WC-2023000166,2,A-001-545-80-00,041,06,02,1,1241.49,1241.49,2.1,2.3,-8.7,-0.7,Complex
CL-000321,WC-2023000166,3,A-001-997-55-45,045,01,09,4,760.98,3043.92,1.1,1.2,-8.3,-2.4,Standard
CL-000322,WC-2023000167,1,A-001-030-95-00,032,04,03,1,1903.37,1903.37,2.0,1.9,5.3,5.7,Complex
CL-000323,WC-2023000167,2,A-714-260-02-00,037,03,05,1,2314.91,2314.91,2.4,2.2,9.1,-3.5,Complex
CL-000324,WC-2023000167,3,A-001-030-45-56,032,01,08,1,1021.75,1021.75,3.6,3.2,12.5,7.6,Complex
CL-000325,WC-2023000168,1,A-001-545-90-00,041,07,02,1,1590.92,1590.92,3.6,3.2,12.5,-3.6,Standard
CL-000326,WC-2023000168,2,A-680-480-03-00,043,04,06,1,1367.04,1367.04,2.6,2.9,-10.3,-5.7,Standard
CL-000327,WC-2023000168,3,A-001-997-55-45,045,01,08,5,782.57,3912.85,1.2,1.2,0.0,0.3,Standard
CL-000328,WC-2023000169,1,A-001-545-80-00,041,06,06,1,1296.35,1296.35,2.0,2.3,-13.0,3.7,Standard
CL-000329,WC-2023000169,2,A-960-501-05-00,042,03,07,1,292.52,292.52,1.3,1.2,8.3,2.6,Complex
CL-000330,WC-2023000170,1,A-460-500-01-03,010,01,09,1,938.05,938.05,3.6,3.5,2.9,5.4,Complex
CL-000331,WC-2023000170,2,A-001-545-80-00,041,06,02,1,1171.56,1171.56,2.0,2.3,-13.0,-6.3,Standard
CL-000332,WC-2023000171,1,A-680-490-05-00,043,05,01,1,2881.73,2881.73,1.6,1.8,-11.1,6.7,Complex
CL-000333,WC-2023000172,1,A-460-420-03-00,010,04,02,1,1114.27,1114.27,2.3,2.4,-4.2,-3.1,Complex
CL-000334,WC-2023000173,1,A-460-350-02-00,010,05,02,1,153.8,153.8,2.1,2.0,5.0,-6.8,Complex
CL-000335,WC-2023000173,2,A-460-501-00-00,010,06,09,1,174.51,174.51,3.2,2.9,10.3,-5.7,Complex
CL-000336,WC-2023000174,1,A-001-545-90-00,041,07,08,1,1596.35,1596.35,2.9,3.2,-9.4,-3.3,Complex
CL-000337,WC-2023000175,1,A-680-480-03-00,043,04,09,1,1579.21,1579.21,3.3,2.9,13.8,8.9,Standard
CL-000338,WC-2023000175,2,A-001-545-76-32,041,02,07,1,3756.16,3756.16,2.6,2.5,4.0,10.5,Standard
CL-000339,WC-2023000175,3,A-350-200-01-00,050,02,06,1,214.96,214.96,2.0,1.8,11.1,10.2,Complex
CL-000340,WC-2023000176,1,A-680-480-03-00,043,04,02,1,1513.71,1513.71,3.0,2.9,3.4,4.4,Complex
CL-000341,WC-2023000176,2,A-714-280-05-00,038,02,03,1,4978.6,4978.6,2.5,2.3,8.7,3.7,Standard
CL-000342,WC-2023000176,3,A-001-030-95-00,032,04,02,1,1923.5,1923.5,1.6,1.9,-15.8,6.9,Complex
CL-000343,WC-2023000177,1,A-960-501-05-00,042,03,05,1,296.48,296.48,1.1,1.2,-8.3,4.0,Standard
CL-000344,WC-2023000178,1,A-714-260-02-00,037,03,03,1,2428.41,2428.41,2.3,2.2,4.5,1.2,Standard
CL-000345,WC-2023000178,2,A-460-501-00-00,010,06,01,1,183.38,183.38,3.2,2.9,10.3,-0.9,Standard
CL-000346,WC-2023000178,3,A-680-495-01-00,043,06,02,1,630.41,630.41,2.4,2.2,9.1,-3.0,Complex
CL-000347,WC-2023000179,1,A-001-997-55-45,045,01,08,3,768.05,2304.15,1.1,1.2,-8.3,-1.5,Standard
CL-000348,WC-2023000179,2,A-001-802-88-01,041,05,06,1,3925.12,3925.12,2.8,2.5,12.0,-6.5,Complex
CL-000349,WC-2023000180,1,A-680-490-05-00,043,05,01,1,2785.93,2785.93,1.9,1.8,5.6,3.2,Standard
CL-000350,WC-2023000180,2,A-460-420-03-00,010,04,09,1,1114.51,1114.51,2.7,2.4,12.5,-3.1,Standard
CL-000351,WC-2023000181,1,A-680-480-01-02,043,01,08,1,2655.27,2655.27,3.3,3.1,6.5,-6.8,Standard
CL-000352,WC-2023000181,2,A-960-501-02-00,042,01,07,1,631.21,631.21,2.1,2.1,0.0,1.8,Standard
CL-000353,WC-2023000181,3,A-714-320-01-00,037,01,01,1,3003.56,3003.56,4.0,3.6,11.1,-6.1,Standard
CL-000354,WC-2023000182,1,A-001-030-60-12,032,02,08,1,1170.59,1170.59,2.3,2.5,-8.0,6.4,Complex
CL-000355,WC-2023000182,2,A-680-480-01-02,043,01,01,1,2907.7,2907.7,3.2,3.1,3.2,2.0,Complex
CL-000356,WC-2023000183,1,A-001-997-60-12,045,02,04,1,1972.12,1972.12,1.4,1.6,-12.5,-6.1,Standard
CL-000357,WC-2023000184,1,A-460-350-02-00,010,05,04,1,165.1,165.1,2.1,2.0,5.0,0.1,Complex
CL-000358,WC-2023000184,2,A-001-030-60-12,032,02,06,1,1014.5,1014.5,2.2,2.5,-12.0,-7.8,Complex
CL-000359,WC-2023000185,1,A-680-480-03-00,043,04,01,1,1367.26,1367.26,2.9,2.9,0.0,-5.7,Standard
CL-000360,WC-2023000186,1,A-680-480-01-02,043,01,07,1,2916.02,2916.02,3.5,3.1,12.9,2.3,Complex
CL-000361,WC-2023000187,1,A-460-350-02-00,010,05,09,1,163.94,163.94,1.8,2.0,-10.0,-0.6,Standard
CL-000362,WC-2023000187,2,A-001-545-90-00,041,07,06,1,1551.01,1551.01,3.7,3.2,15.6,-6.0,Standard
CL-000363,WC-2023000188,1,A-001-030-45-56,032,01,08,1,906.45,906.45,3.3,3.2,3.1,-4.6,Standard
CL-000364,WC-2023000188,2,A-714-320-01-00,037,01,07,1,3175.59,3175.59,3.6,3.6,0.0,-0.8,Standard
CL-000365,WC-2023000188,3,A-350-100-01-00,050,01,07,1,370.13,370.13,1.1,1.2,-8.3,-2.6,Complex
CL-000366,WC-2023000189,1,A-460-420-03-00,010,04,01,1,1202.8,1202.8,2.5,2.4,4.2,4.6,Standard
CL-000367,WC-2023000189,2,A-001-030-95-00,032,04,02,1,1906.41,1906.41,2.1,1.9,10.5,5.9,Complex
CL-000368,WC-2023000190,1,A-960-501-02-00,042,01,09,1,631.73,631.73,2.1,2.1,0.0,1.9,Complex
CL-000369,WC-2023000190,2,A-350-100-01-00,050,01,04,1,366.7,366.7,1.3,1.2,8.3,-3.5,Standard
CL-000370,WC-2023000191,1,A-350-200-01-00,050,02,02,1,210.22,210.22,2.0,1.8,11.1,7.8,Standard
CL-000371,WC-2023000191,2,A-680-495-01-00,043,06,03,1,629.21,629.21,2.0,2.2,-9.1,-3.2,Standard
CL-000372,WC-2023000192,1,A-960-540-01-00,042,04,01,1,841.92,841.92,3.2,3.4,-5.9,7.9,Complex
CL-000373,WC-2023000193,1,A-001-030-80-00,032,03,05,1,214.44,214.44,1.3,1.3,0.0,-2.5,Standard
CL-000374,WC-2023000193,2,A-960-320-10-01,042,02,02,1,1732.8,1732.8,3.7,3.7,0.0,-3.7,Complex
CL-000375,WC-2023000194,1,A-714-280-01-00,038,01,02,1,282.15,282.15,0.7,0.7,0.0,-2.7,Standard
CL-000376,WC-2023000194,2,A-350-100-01-00,050,01,02,1,358.03,358.03,1.0,1.2,-16.7,-5.8,Standard
CL-000377,WC-2023000194,3,A-680-490-05-00,043,05,07,1,2895.0,2895.0,1.6,1.8,-11.1,7.2,Standard
CL-000378,WC-2023000195,1,A-460-500-01-03,010,01,04,1,918.89,918.89,3.7,3.5,5.7,3.2,Standard
CL-000379,WC-2023000195,2,A-680-480-03-00,043,04,03,1,1509.46,1509.46,3.2,2.9,10.3,4.1,Complex
CL-000380,WC-2023000196,1,A-350-100-01-00,050,01,08,1,396.08,396.08,1.0,1.2,-16.7,4.2,Standard
CL-000381,WC-2023000196,2,A-001-545-76-32,041,02,06,1,3494.93,3494.93,2.9,2.5,16.0,2.8,Standard
CL-000382,WC-2023000197,1,A-001-545-90-00,041,07,06,1,1748.57,1748.57,3.6,3.2,12.5,6.0,Complex
CL-000383,WC-2023000197,2,A-001-802-88-01,041,05,06,1,4288.83,4288.83,2.9,2.5,16.0,2.1,Standard
CL-000384,WC-2023000198,1,A-001-997-60-12,045,02,01,1,1985.7,1985.7,1.8,1.6,12.5,-5.4,Complex
CL-000385,WC-2023000198,2,A-960-501-02-00,042,01,08,1,577.04,577.04,2.4,2.1,14.3,-6.9,Complex
CL-000386,WC-2023000198,3,A-680-490-05-00,043,05,04,1,2708.11,2708.11,1.6,1.8,-11.1,0.3,Complex
CL-000387,WC-2023000199,1,A-350-200-01-00,050,02,09,1,207.54,207.54,2.3,1.8,27.8,6.4,Complex
CL-000388,WC-2023000200,1,A-680-490-02-04,043,03,05,1,1915.55,1915.55,2.0,2.3,-13.0,-1.8,Standard
CL-000389,WC-2023000200,2,A-714-260-02-00,037,03,04,1,2506.66,2506.66,2.1,2.2,-4.5,4.4,Standard
CL-000390,WC-2023000201,1,A-460-501-00-00,010,06,01,1,181.33,181.33,2.7,2.9,-6.9,-2.0,Complex
CL-000391,WC-2023000202,1,A-001-545-76-32,041,02,01,1,3447.05,3447.05,2.3,2.5,-8.0,1.4,Standard
CL-000392,WC-2023000202,2,A-001-997-60-12,045,02,06,1,2041.72,2041.72,1.4,1.6,-12.5,-2.8,Standard
CL-000393,WC-2023000203,1,A-460-500-01-03,010,01,06,1,852.27,852.27,4.0,3.5,14.3,-4.2,Complex
CL-000394,WC-2023000204,1,A-960-540-01-00,042,04,08,1,822.79,822.79,2.9,3.4,-14.7,5.5,Standard
CL-000395,WC-2023000205,1,A-960-501-05-00,042,03,06,1,294.2,294.2,1.0,1.2,-16.7,3.2,Standard
CL-000396,WC-2023000206,1,A-680-490-02-04,043,03,02,1,1829.16,1829.16,2.1,2.3,-8.7,-6.2,Standard
CL-000397,WC-2023000206,2,A-680-490-05-00,043,05,05,1,2730.33,2730.33,1.6,1.8,-11.1,1.1,Standard
CL-000398,WC-2023000207,1,A-460-350-02-00,010,05,01,1,154.63,154.63,1.7,2.0,-15.0,-6.3,Standard
CL-000399,WC-2023000207,2,A-350-200-01-00,050,02,05,1,208.94,208.94,2.0,1.8,11.1,7.1,Complex
CL-000400,WC-2023000207,3,A-714-320-01-00,037,01,02,1,3234.87,3234.87,3.5,3.6,-2.8,1.1,Standard
CL-000401,WC-2023000208,1,A-001-802-88-01,041,05,05,1,4253.61,4253.61,2.8,2.5,12.0,1.3,Complex
CL-000402,WC-2023000208,2,A-460-500-01-03,010,01,03,1,899.0,899.0,3.0,3.5,-14.3,1.0,Standard
CL-000403,WC-2023000209,1,A-680-480-01-02,043,01,01,1,2991.52,2991.52,3.3,3.1,6.5,5.0,Complex
CL-000404,WC-2023000209,2,A-001-997-55-45,045,01,01,2,805.33,1610.66,1.2,1.2,0.0,3.2,Complex
CL-000405,WC-2023000210,1,A-001-030-45-56,032,01,08,1,924.59,924.59,3.6,3.2,12.5,-2.7,Complex
CL-000406,WC-2023000210,2,A-001-545-90-00,041,07,01,1,1745.52,1745.52,3.4,3.2,6.2,5.8,Complex
CL-000407,WC-2023000211,1,A-001-997-70-00,045,03,06,1,330.51,330.51,1.6,1.6,0.0,-2.8,Complex
CL-000408,WC-2023000212,1,A-001-030-95-00,032,04,01,1,1711.01,1711.01,2.2,1.9,15.8,-4.9,Complex
CL-000409,WC-2023000212,2,A-001-997-55-45,045,01,02,6,740.78,4444.68,1.1,1.2,-8.3,-5.0,Complex
CL-000410,WC-2023000212,3,A-001-030-60-12,032,02,07,1,1032.94,1032.94,2.5,2.5,0.0,-6.1,Standard
CL-000411,WC-2023000213,1,A-350-100-01-00,050,01,08,1,385.3,385.3,1.2,1.2,0.0,1.4,Standard
CL-000412,WC-2023000213,2,A-001-030-60-12,032,02,02,1,1181.45,1181.45,2.4,2.5,-4.0,7.4,Complex
CL-000413,WC-2023000214,1,A-001-030-80-00,032,03,03,1,218.04,218.04,1.5,1.3,15.4,-0.9,Complex
CL-000414,WC-2023000215,1,A-680-480-01-02,043,01,04,1,2642.01,2642.01,3.4,3.1,9.7,-7.3,Complex
CL-000415,WC-2023000216,1,A-960-320-10-01,042,02,02,1,1777.61,1777.61,3.8,3.7,2.7,-1.2,Complex
CL-000416,WC-2023000216,2,A-714-260-02-00,037,03,07,1,2463.25,2463.25,2.4,2.2,9.1,2.6,Standard
CL-000417,WC-2023000216,3,A-001-030-60-12,032,02,01,1,1166.09,1166.09,2.8,2.5,12.0,6.0,Standard
CL-000418,WC-2023000217,1,A-001-545-80-00,041,06,04,1,1312.29,1312.29,2.2,2.3,-4.3,5.0,Complex
CL-000419,WC-2023000217,2,A-001-545-76-32,041,02,08,1,3230.63,3230.63,2.7,2.5,8.0,-5.0,Complex
CL-000420,WC-2023000217,3,A-001-030-80-00,032,03,09,1,208.47,208.47,1.2,1.3,-7.7,-5.2,Standard
CL-000421,WC-2023000218,1,A-680-490-02-04,043,03,08,1,2084.4,2084.4,2.4,2.3,4.3,6.9,Standard
CL-000422,WC-2023000218,2,A-460-420-03-00,010,04,09,1,1081.43,1081.43,2.6,2.4,8.3,-6.0,Complex
CL-000423,WC-2023000219,1,A-960-540-01-00,042,04,05,1,784.4,784.4,3.2,3.4,-5.9,0.6,Complex
CL-000424,WC-2023000219,2,A-680-495-01-00,043,06,09,1,638.15,638.15,2.2,2.2,0.0,-1.8,Standard
CL-000425,WC-2023000220,1,A-714-260-02-00,037,03,03,1,2280.33,2280.33,2.3,2.2,4.5,-5.0,Complex
CL-000426,WC-2023000220,2,A-001-030-60-12,032,02,09,1,1132.73,1132.73,2.3,2.5,-8.0,3.0,Complex
CL-000427,WC-2023000221,1,A-001-997-55-45,045,01,05,5,735.86,3679.3,1.2,1.2,0.0,-5.7,Standard
CL-000428,WC-2023000221,2,A-714-320-01-00,037,01,01,1,3360.31,3360.31,4.1,3.6,13.9,5.0,Standard
CL-000429,WC-2023000222,1,A-680-490-02-04,043,03,03,1,1965.13,1965.13,2.1,2.3,-8.7,0.8,Standard
CL-000430,WC-2023000223,1,A-960-501-02-00,042,01,07,1,587.45,587.45,2.3,2.1,9.5,-5.2,Standard
CL-000431,WC-2023000224,1,A-680-480-03-00,043,04,08,1,1530.57,1530.57,6.0,2.9,106.9,5.6,Standard
CL-000432,WC-2023000224,2,A-680-490-05-00,043,05,07,1,2650.09,2650.09,1.9,1.8,5.6,-1.8,Standard
