claim_id,cluster_id,cluster_size,distance_from_centroid,is_outlier,cluster_avg_claim_amount,cluster_std_claim_amount,claim_amount_z_score
WC-2023000303,Fuel-System-Cold-Start,390,1.758,N,3525.56,2352.52,-1.28
WC-2023000304,Cab-Body-Regional-Distribution,260,0.333,N,2397.55,2071.18,-0.9
WC-2023000305,Brake-Rust-Belt-Winter,562,1.302,N,2534.44,1878.53,0.04
WC-2023000306,Campaign-Related-Defect,1241,1.157,N,4154.73,2330.54,-0.59
WC-2023000307,Brake-Rust-Belt-Winter,562,0.463,N,2534.44,1878.53,-1.06
WC-2023000308,Transmission-Class8-Heavy-Use,276,0.51,N,4789.88,1996.74,-0.69
WC-2023000309,Campaign-Related-Defect,1241,1.365,N,4154.73,2330.54,1.39
WC-2023000310,Cooling-Summer-Sun-Belt,509,1.762,N,2771.87,2089.92,-0.64
WC-2023000311,Transmission-Class8-Heavy-Use,276,1.737,N,4789.88,1996.74,-1.01
WC-2023000312,Emission-DPF-Regen-Failure,335,3.486,Y,3920.94,2145.67,-0.67
WC-2023000313,Brake-Rust-Belt-Winter,562,0.922,N,2534.44,1878.53,-0.34
WC-2023000314,Campaign-Related-Defect,1241,2.16,N,4154.73,2330.54,-0.22
WC-2023000315,Electrical-Intermittent-Faults,470,0.635,N,3130.91,1970.63,-1.41
WC-2023000316,Campaign-Related-Defect,1241,2.196,N,4154.73,2330.54,-0.66
WC-2023000317,Campaign-Related-Defect,1241,1.358,N,4154.73,2330.54,0.02
WC-2023000318,Emission-High-Mileage-Cascadia,339,1.102,N,3724.51,1975.33,-0.77
WC-2023000319,Brake-Rust-Belt-Winter,562,1.907,N,2534.44,1878.53,-0.53
WC-2023000320,Drivetrain-Construction-Fleet,254,1.721,N,4330.36,2909.27,-0.56
WC-2023000321,Brake-Rust-Belt-Winter,562,0.738,N,2534.44,1878.53,2.37
WC-2023000322,Engine-Extended-Warranty,364,2.325,N,4658.44,2195.34,-0.24
WC-2023000323,Emission-DPF-Regen-Failure,335,0.612,N,3920.94,2145.67,-0.49
WC-2023000324,Cooling-Summer-Sun-Belt,509,1.097,N,2771.87,2089.92,0.81
WC-2023000325,Engine-Extended-Warranty,364,0.141,N,4658.44,2195.34,-0.29
WC-2023000326,Fuel-System-Cold-Start,390,0.613,N,3525.56,2352.52,-0.76
WC-2023000327,Engine-Extended-Warranty,364,0.597,N,4658.44,2195.34,0.05
WC-2023000328,Emission-High-Mileage-Cascadia,339,1.469,N,3724.51,1975.33,-1.09
WC-2023000329,Fuel-System-Cold-Start,390,1.304,N,3525.56,2352.52,0.59
WC-2023000330,Emission-High-Mileage-Cascadia,339,0.517,N,3724.51,1975.33,-0.27
WC-2023000331,Campaign-Related-Defect,1241,0.162,N,4154.73,2330.54,-1.11
WC-2023000332,Drivetrain-Construction-Fleet,254,0.297,N,4330.36,2909.27,1.11
WC-2023000333,Emission-High-Mileage-Cascadia,339,1.747,N,3724.51,1975.33,0.5
WC-2023000334,Electrical-Intermittent-Faults,470,1.482,N,3130.91,1970.63,-0.83
WC-2023000335,Transmission-Class8-Heavy-Use,276,1.632,N,4789.88,1996.74,-0.65
WC-2023000336,Campaign-Related-Defect,1241,2.871,N,4154.73,2330.54,2.15
WC-2023000337,Cooling-Summer-Sun-Belt,509,1.211,N,2771.87,2089.92,0.65
WC-2023000338,Brake-Rust-Belt-Winter,562,0.745,N,2534.44,1878.53,2.44
WC-2023000339,Emission-DPF-Regen-Failure,335,1.066,N,3920.94,2145.67,-0.38
WC-2023000340,Campaign-Related-Defect,1241,0.628,N,4154.73,2330.54,0.64
WC-2023000341,Campaign-Related-Defect,1241,1.433,N,4154.73,2330.54,-0.87
WC-2023000342,Electrical-Intermittent-Faults,470,1.49,N,3130.91,1970.63,1.21
WC-2023000343,Campaign-Related-Defect,1241,0.287,N,4154.73,2330.54,0.46
WC-2023000344,Campaign-Related-Defect,1241,4.025,Y,4154.73,2330.54,0.55
WC-2023000345,Campaign-Related-Defect,1241,0.122,N,4154.73,2330.54,1.16
WC-2023000346,Fuel-System-Cold-Start,390,4.473,Y,3525.56,2352.52,0.79
WC-2023000347,Fuel-System-Cold-Start,390,1.494,N,3525.56,2352.52,-0.75
WC-2023000348,Engine-Extended-Warranty,364,1.976,N,4658.44,2195.34,-0.04
WC-2023000349,Electrical-Intermittent-Faults,470,0.841,N,3130.91,1970.63,1.66
WC-2023000350,Emission-High-Mileage-Cascadia,339,0.873,N,3724.51,1975.33,-0.67
WC-2023000351,Fuel-System-Cold-Start,390,0.646,N,3525.56,2352.52,-0.38
WC-2023000352,Campaign-Related-Defect,1241,1.9,N,4154.73,2330.54,0.28
WC-2023000353,Engine-Extended-Warranty,364,1.717,N,4658.44,2195.34,-0.99
WC-2023000354,Campaign-Related-Defect,1241,3.882,Y,4154.73,2330.54,-0.74
WC-2023000355,Cooling-Summer-Sun-Belt,509,1.493,N,2771.87,2089.92,1.27
WC-2023000356,Brake-Rust-Belt-Winter,562,0.135,N,2534.44,1878.53,0.71
WC-2023000357,Campaign-Related-Defect,1241,1.635,N,4154.73,2330.54,-0.93
WC-2023000358,Campaign-Related-Defect,1241,1.994,N,4154.73,2330.54,-1.44
WC-2023000359,Campaign-Related-Defect,1241,1.59,N,4154.73,2330.54,0.35
WC-2023000360,Brake-Rust-Belt-Winter,562,1.727,N,2534.44,1878.53,1.19
WC-2023000361,Brake-Rust-Belt-Winter,562,0.516,N,2534.44,1878.53,-1.07
WC-2023000362,Cooling-Summer-Sun-Belt,509,1.292,N,2771.87,2089.92,-0.58
WC-2023000363,Campaign-Related-Defect,1241,1.933,N,4154.73,2330.54,1.49
WC-2023000364,Cab-Body-Regional-Distribution,260,0.715,N,2397.55,2071.18,-0.89
WC-2023000365,Emission-High-Mileage-Cascadia,339,1.055,N,3724.51,1975.33,-0.29
WC-2023000366,Campaign-Related-Defect,1241,0.747,N,4154.73,2330.54,0.69
WC-2023000367,Emission-DPF-Regen-Failure,335,0.828,N,3920.94,2145.67,-0.95
WC-2023000368,Campaign-Related-Defect,1241,0.971,N,4154.73,2330.54,1.35
WC-2023000369,Campaign-Related-Defect,1241,1.9,N,4154.73,2330.54,-0.16
WC-2023000370,Cooling-Summer-Sun-Belt,509,0.491,N,2771.87,2089.92,-0.31
WC-2023000371,Cooling-Summer-Sun-Belt,509,1.073,N,2771.87,2089.92,-0.91
WC-2023000372,Campaign-Related-Defect,1241,1.585,N,4154.73,2330.54,-0.69
WC-2023000373,Transmission-Class8-Heavy-Use,276,0.244,N,4789.88,1996.74,-0.39
WC-2023000374,Campaign-Related-Defect,1241,1.638,N,4154.73,2330.54,-0.8
WC-2023000375,Electrical-Intermittent-Faults,470,1.976,N,3130.91,1970.63,1.94
WC-2023000376,Transmission-Class8-Heavy-Use,276,1.43,N,4789.88,1996.74,1.87
WC-2023000377,Emission-High-Mileage-Cascadia,339,1.008,N,3724.51,1975.33,1.0
WC-2023000378,Brake-Rust-Belt-Winter,562,1.039,N,2534.44,1878.53,1.16
WC-2023000379,Campaign-Related-Defect,1241,0.757,N,4154.73,2330.54,-1.62
WC-2023000380,Brake-Rust-Belt-Winter,562,0.585,N,2534.44,1878.53,-1.07
WC-2023000381,Electrical-Intermittent-Faults,470,1.537,N,3130.91,1970.63,-0.9
WC-2023000382,Emission-High-Mileage-Cascadia,339,1.026,N,3724.51,1975.33,-0.99
WC-2023000383,Brake-Rust-Belt-Winter,562,0.561,N,2534.44,1878.53,0.6
WC-2023000384,Campaign-Related-Defect,1241,1.823,N,4154.73,2330.54,-0.25
WC-2023000385,Engine-Extended-Warranty,364,1.567,N,4658.44,2195.34,0.04
WC-2023000386,Campaign-Related-Defect,1241,1.874,N,4154.73,2330.54,-0.04
WC-2023000387,Campaign-Related-Defect,1241,0.697,N,4154.73,2330.54,1.39
WC-2023000388,Cab-Body-Regional-Distribution,260,1.214,N,2397.55,2071.18,-0.35
WC-2023000389,Brake-Rust-Belt-Winter,562,1.573,N,2534.44,1878.53,0.34
WC-2023000390,Drivetrain-Construction-Fleet,254,1.654,N,4330.36,2909.27,0.27
WC-2023000391,Campaign-Related-Defect,1241,1.937,N,4154.73,2330.54,1.53
WC-2023000392,Transmission-Class8-Heavy-Use,276,0.877,N,4789.88,1996.74,-0.56
WC-2023000393,Emission-DPF-Regen-Failure,335,0.583,N,3920.94,2145.67,0.36
WC-2023000394,Emission-DPF-Regen-Failure,335,0.238,N,3920.94,2145.67,-0.87
WC-2023000395,Brake-Rust-Belt-Winter,562,1.46,N,2534.44,1878.53,-0.7
WC-2023000396,Brake-Rust-Belt-Winter,562,0.451,N,2534.44,1878.53,-0.56
WC-2023000397,Electrical-Intermittent-Faults,470,1.553,N,3130.91,1970.63,0.94
WC-2023000398,Electrical-Intermittent-Faults,470,1.105,N,3130.91,1970.63,-0.83
WC-2023000399,Campaign-Related-Defect,1241,0.605,N,4154.73,2330.54,1.44
WC-2023000400,Campaign-Related-Defect,1241,3.743,Y,4154.73,2330.54,0.63
WC-2023000401,Emission-DPF-Regen-Failure,335,0.47,N,3920.94,2145.67,0.26
WC-2023000402,Campaign-Related-Defect,1241,1.1,N,4154.73,2330.54,-0.76
WC-2023000403,Campaign-Related-Defect,1241,0.783,N,4154.73,2330.54,-1.0
WC-2023000404,Fuel-System-Cold-Start,390,1.293,N,3525.56,2352.52,-0.93
WC-2023000405,Brake-Rust-Belt-Winter,562,0.877,N,2534.44,1878.53,0.43
WC-2023000406,Campaign-Related-Defect,1241,0.512,N,4154.73,2330.54,0.18
WC-2023000407,Electrical-Intermittent-Faults,470,1.311,N,3130.91,1970.63,-0.9
WC-2023000408,Campaign-Related-Defect,1241,1.918,N,4154.73,2330.54,0.58
WC-2023000409,Transmission-Class8-Heavy-Use,276,1.23,N,4789.88,1996.74,1.13
WC-2023000410,Campaign-Related-Defect,1241,0.361,N,4154.73,2330.54,2.15
WC-2023000411,Campaign-Related-Defect,1241,1.404,N,4154.73,2330.54,-0.05
WC-2023000412,Campaign-Related-Defect,1241,1.767,N,4154.73,2330.54,-1.32
WC-2023000413,Engine-Extended-Warranty,364,1.749,N,4658.44,2195.34,-1.39
WC-2023000414,Cooling-Summer-Sun-Belt,509,3.084,Y,2771.87,2089.92,-0.72
WC-2023000415,Campaign-Related-Defect,1241,0.295,N,4154.73,2330.54,1.48
WC-2023000416,Transmission-Class8-Heavy-Use,276,0.981,N,4789.88,1996.74,-1.12
WC-2023000417,Electrical-Intermittent-Faults,470,1.21,N,3130.91,1970.63,2.06
WC-2023000418,Electrical-Intermittent-Faults,470,1.835,N,3130.91,1970.63,-0.86
WC-2023000419,Campaign-Related-Defect,1241,1.583,N,4154.73,2330.54,-0.3
WC-2023000420,Campaign-Related-Defect,1241,0.839,N,4154.73,2330.54,0.77
WC-2023000421,Cooling-Summer-Sun-Belt,509,0.163,N,2771.87,2089.92,-0.19
WC-2023000422,Campaign-Related-Defect,1241,1.078,N,4154.73,2330.54,-1.41
WC-2023000423,Campaign-Related-Defect,1241,1.217,N,4154.73,2330.54,1.48
WC-2023000424,Emission-DPF-Regen-Failure,335,0.862,N,3920.94,2145.67,-0.82
WC-2023000425,Cooling-Summer-Sun-Belt,509,1.938,N,2771.87,2089.92,-0.87
WC-2023000426,Emission-DPF-Regen-Failure,335,0.611,N,3920.94,2145.67,-0.81
WC-2023000427,Campaign-Related-Defect,1241,0.783,N,4154.73,2330.54,1.85
WC-2023000428,Emission-DPF-Regen-Failure,335,1.317,N,3920.94,2145.67,-0.25
WC-2023000429,Emission-High-Mileage-Cascadia,339,0.465,N,3724.51,1975.33,-0.16
WC-2023000430,Electrical-Intermittent-Faults,470,0.962,N,3130.91,1970.63,0.43
WC-2023000431,Brake-Rust-Belt-Winter,562,0.108,N,2534.44,1878.53,-0.53
WC-2023000432,Brake-Rust-Belt-Winter,562,1.806,N,2534.44,1878.53,-0.62
WC-2023000433,Brake-Rust-Belt-Winter,562,1.321,N,2534.44,1878.53,-0.52
WC-2023000434,Emission-High-Mileage-Cascadia,339,0.314,N,3724.51,1975.33,-1.44
WC-2023000435,Brake-Rust-Belt-Winter,562,0.898,N,2534.44,1878.53,1.74
WC-2023000436,Engine-Extended-Warranty,364,1.22,N,4658.44,2195.34,1.11
WC-2023000437,Brake-Rust-Belt-Winter,562,1.665,N,2534.44,1878.53,1.58
WC-2023000438,Brake-Rust-Belt-Winter,562,1.851,N,2534.44,1878.53,-0.6
WC-2023000439,Drivetrain-Construction-Fleet,254,0.785,N,4330.36,2909.27,1.33
WC-2023000440,Transmission-Class8-Heavy-Use,276,0.509,N,4789.88,1996.74,-0.64
WC-2023000441,Drivetrain-Construction-Fleet,254,1.878,N,4330.36,2909.27,1.32
WC-2023000442,Brake-Rust-Belt-Winter,562,1.888,N,2534.44,1878.53,0.66
WC-2023000443,Campaign-Related-Defect,1241,1.548,N,4154.73,2330.54,0.86
WC-2023000444,Cooling-Summer-Sun-Belt,509,1.251,N,2771.87,2089.92,-0.88
WC-2023000445,Fuel-System-Cold-Start,390,2.448,N,3525.56,2352.52,0.64
WC-2023000446,Campaign-Related-Defect,1241,0.15,N,4154.73,2330.54,0.52
WC-2023000447,Cab-Body-Regional-Distribution,260,1.84,N,2397.55,2071.18,-0.28
WC-2023000448,Fuel-System-Cold-Start,390,1.007,N,3525.56,2352.52,0.63
WC-2023000449,Electrical-Intermittent-Faults,470,0.444,N,3130.91,1970.63,-0.89
WC-2023000450,Cooling-Summer-Sun-Belt,509,0.115,N,2771.87,2089.92,-0.87
WC-2023000451,Engine-Extended-Warranty,364,0.893,N,4658.44,2195.34,-0.46
WC-2023000452,Cooling-Summer-Sun-Belt,509,0.325,N,2771.87,2089.92,-0.22
WC-2023000453,Electrical-Intermittent-Faults,470,1.242,N,3130.91,1970.63,-0.01
WC-2023000454,Drivetrain-Construction-Fleet,254,0.552,N,4330.36,2909.27,-1.22
WC-2023000455,Campaign-Related-Defect,1241,0.534,N,4154.73,2330.54,0.94
WC-2023000456,Engine-Extended-Warranty,364,0.7,N,4658.44,2195.34,0.85
WC-2023000457,Drivetrain-Construction-Fleet,254,0.716,N,4330.36,2909.27,1.74
WC-2023000458,Electrical-Intermittent-Faults,470,1.37,N,3130.91,1970.63,2.31
WC-2023000459,Electrical-Intermittent-Faults,470,1.999,N,3130.91,1970.63,-0.92
WC-2023000460,Engine-Extended-Warranty,364,0.615,N,4658.44,2195.34,0.3
WC-2023000461,Brake-Rust-Belt-Winter,562,1.152,N,2534.44,1878.53,-0.64
WC-2023000462,Campaign-Related-Defect,1241,1.183,N,4154.73,2330.54,-0.11
WC-2023000463,Brake-Rust-Belt-Winter,562,1.717,N,2534.44,1878.53,-0.64
WC-2023000464,Fuel-System-Cold-Start,390,1.515,N,3525.56,2352.52,0.29
WC-2023000465,Drivetrain-Construction-Fleet,254,0.772,N,4330.36,2909.27,2.03
WC-2023000466,Transmission-Class8-Heavy-Use,276,1.608,N,4789.88,1996.74,-0.48
WC-2023000467,Fuel-System-Cold-Start,390,1.328,N,3525.56,2352.52,0.3
WC-2023000468,Campaign-Related-Defect,1241,1.999,N,4154.73,2330.54,-1.6
WC-2023000469,Campaign-Related-Defect,1241,0.512,N,4154.73,2330.54,0.34
WC-2023000470,Campaign-Related-Defect,1241,0.124,N,4154.73,2330.54,-0.01
WC-2023000471,Emission-High-Mileage-Cascadia,339,2.417,N,3724.51,1975.33,0.18
WC-2023000472,Campaign-Related-Defect,1241,0.212,N,4154.73,2330.54,0.83
WC-2023000473,Cooling-Summer-Sun-Belt,509,1.78,N,2771.87,2089.92,-0.29
WC-2023000474,Fuel-System-Cold-Start,390,1.556,N,3525.56,2352.52,-0.2
WC-2023000475,Emission-DPF-Regen-Failure,335,1.149,N,3920.94,2145.67,-0.56
WC-2023000476,Emission-High-Mileage-Cascadia,339,1.16,N,3724.51,1975.33,0.58
WC-2023000477,Emission-High-Mileage-Cascadia,339,1.124,N,3724.51,1975.33,-1.45
WC-2023000478,Campaign-Related-Defect,1241,1.76,N,4154.73,2330.54,-1.39
WC-2023000479,Drivetrain-Construction-Fleet,254,0.315,N,4330.36,2909.27,-0.57
WC-2023000480,Emission-High-Mileage-Cascadia,339,0.66,N,3724.51,1975.33,-0.99
WC-2023000481,Campaign-Related-Defect,1241,0.928,N,4154.73,2330.54,2.11
WC-2023000482,Campaign-Related-Defect,1241,1.029,N,4154.73,2330.54,0.07
WC-2023000483,Emission-High-Mileage-Cascadia,339,1.013,N,3724.51,1975.33,-0.98
WC-2023000484,Brake-Rust-Belt-Winter,562,1.581,N,2534.44,1878.53,0.35
WC-2023000485,Campaign-Related-Defect,1241,0.409,N,4154.73,2330.54,0.56
WC-2023000486,Cooling-Summer-Sun-Belt,509,1.75,N,2771.87,2089.92,0.29
WC-2023000487,Campaign-Related-Defect,1241,1.58,N,4154.73,2330.54,-0.85
WC-2023000488,Emission-High-Mileage-Cascadia,339,1.037,N,3724.51,1975.33,-0.57
WC-2023000489,Drivetrain-Construction-Fleet,254,0.171,N,4330.36,2909.27,0.1
WC-2023000490,Campaign-Related-Defect,1241,1.172,N,4154.73,2330.54,0.14
WC-2023000491,Electrical-Intermittent-Faults,470,1.007,N,3130.91,1970.63,-0.92
WC-2023000492,Emission-High-Mileage-Cascadia,339,1.955,N,3724.51,1975.33,-1.0
WC-2023000493,Campaign-Related-Defect,1241,0.28,N,4154.73,2330.54,-0.73
WC-2023000494,Electrical-Intermittent-Faults,470,1.98,N,3130.91,1970.63,-1.18
WC-2023000495,Campaign-Related-Defect,1241,0.288,N,4154.73,2330.54,0.85
WC-2023000496,Brake-Rust-Belt-Winter,562,0.725,N,2534.44,1878.53,-0.61
WC-2023000497,Emission-High-Mileage-Cascadia,339,1.801,N,3724.51,1975.33,-0.46
WC-2023000498,Drivetrain-Construction-Fleet,254,0.942,N,4330.36,2909.27,-1.36
WC-2023000499,Campaign-Related-Defect,1241,0.544,N,4154.73,2330.54,0.94
WC-2023000500,Electrical-Intermittent-Faults,470,0.408,N,3130.91,1970.63,-1.38
WC-2023000501,Transmission-Class8-Heavy-Use,276,0.733,N,4789.88,1996.74,0.48
WC-2023000502,Drivetrain-Construction-Fleet,254,1.801,N,4330.36,2909.27,0.23
WC-2023000503,Emission-High-Mileage-Cascadia,339,0.342,N,3724.51,1975.33,-0.28
WC-2023000504,Brake-Rust-Belt-Winter,562,2.017,N,2534.44,1878.53,-1.08
WC-2023000505,Campaign-Related-Defect,1241,1.689,N,4154.73,2330.54,0.88
WC-2023000506,Campaign-Related-Defect,1241,1.707,N,4154.73,2330.54,-0.98
WC-2023000507,Transmission-Class8-Heavy-Use,276,0.397,N,4789.88,1996.74,-0.71
WC-2023000508,Campaign-Related-Defect,1241,1.742,N,4154.73,2330.54,1.19
WC-2023000509,Cooling-Summer-Sun-Belt,509,1.496,N,2771.87,2089.92,-0.73
WC-2023000510,Cooling-Summer-Sun-Belt,509,0.433,N,2771.87,2089.92,-0.76
WC-2023000511,Drivetrain-Construction-Fleet,254,1.452,N,4330.36,2909.27,-1.05
WC-2023000512,Transmission-Class8-Heavy-Use,276,1.508,N,4789.88,1996.74,-0.57
WC-2023000513,Campaign-Related-Defect,1241,1.559,N,4154.73,2330.54,0.92
WC-2023000514,Campaign-Related-Defect,1241,1.466,N,4154.73,2330.54,-1.19
WC-2023000515,Campaign-Related-Defect,1241,0.275,N,4154.73,2330.54,1.25
WC-2023000516,Campaign-Related-Defect,1241,1.237,N,4154.73,2330.54,-1.59
WC-2023000517,Transmission-Class8-Heavy-Use,276,1.776,N,4789.88,1996.74,-0.6
WC-2023000518,Campaign-Related-Defect,1241,1.678,N,4154.73,2330.54,0.33
WC-2023000519,Drivetrain-Construction-Fleet,254,0.262,N,4330.36,2909.27,1.4
WC-2023000520,Cooling-Summer-Sun-Belt,509,1.075,N,2771.87,2089.92,0.49
WC-2023000521,Engine-Extended-Warranty,364,1.45,N,4658.44,2195.34,-1.2
WC-2023000522,Fuel-System-Cold-Start,390,0.152,N,3525.56,2352.52,-0.26
WC-2023000523,Fuel-System-Cold-Start,390,1.794,N,3525.56,2352.52,1.09
WC-2023000524,Campaign-Related-Defect,1241,1.614,N,4154.73,2330.54,1.76
WC-2023000525,Campaign-Related-Defect,1241,0.62,N,4154.73,2330.54,1.13
WC-2023000526,Campaign-Related-Defect,1241,0.821,N,4154.73,2330.54,1.79
WC-2023000527,Transmission-Class8-Heavy-Use,276,0.988,N,4789.88,1996.74,-0.82
WC-2023000528,Cooling-Summer-Sun-Belt,509,1.158,N,2771.87,2089.92,0.88
WC-2023000529,Brake-Rust-Belt-Winter,562,1.58,N,2534.44,1878.53,1.7
WC-2023000530,Campaign-Related-Defect,1241,1.793,N,4154.73,2330.54,-0.83
WC-2023000531,Engine-Extended-Warranty,364,0.928,N,4658.44,2195.34,0.76
WC-2023000532,Campaign-Related-Defect,1241,0.2,N,4154.73,2330.54,-0.27
WC-2023000533,Emission-High-Mileage-Cascadia,339,1.006,N,3724.51,1975.33,-0.03
WC-2023000534,Engine-Extended-Warranty,364,0.893,N,4658.44,2195.34,-1.15
WC-2023000535,Cooling-Summer-Sun-Belt,509,3.43,Y,2771.87,2089.92,0.44
WC-2023000536,Emission-High-Mileage-Cascadia,339,0.93,N,3724.51,1975.33,-1.45
WC-2023000537,Emission-DPF-Regen-Failure,335,1.139,N,3920.94,2145.67,-1.37
WC-2023000538,Drivetrain-Construction-Fleet,254,1.399,N,4330.36,2909.27,0.58
WC-2023000539,Engine-Extended-Warranty,364,1.308,N,4658.44,2195.34,-0.77
WC-2023000540,Campaign-Related-Defect,1241,1.998,N,4154.73,2330.54,-0.47
WC-2023000541,Drivetrain-Construction-Fleet,254,0.835,N,4330.36,2909.27,0.28
WC-2023000542,Transmission-Class8-Heavy-Use,276,1.901,N,4789.88,1996.74,-1.12
WC-2023000543,Electrical-Intermittent-Faults,470,0.659,N,3130.91,1970.63,1.21
WC-2023000544,Electrical-Intermittent-Faults,470,1.843,N,3130.91,1970.63,2.24
WC-2023000545,Emission-High-Mileage-Cascadia,339,1.375,N,3724.51,1975.33,0.65
WC-2023000546,Fuel-System-Cold-Start,390,1.566,N,3525.56,2352.52,-1.08
WC-2023000547,Fuel-System-Cold-Start,390,1.218,N,3525.56,2352.52,0.05
WC-2023000548,Drivetrain-Construction-Fleet,254,0.316,N,4330.36,2909.27,0.89
WC-2023000549,Emission-DPF-Regen-Failure,335,0.563,N,3920.94,2145.67,-0.4
WC-2023000550,Electrical-Intermittent-Faults,470,0.848,N,3130.91,1970.63,-0.84
WC-2023000551,Emission-High-Mileage-Cascadia,339,1.933,N,3724.51,1975.33,-0.35
WC-2023000552,Cooling-Summer-Sun-Belt,509,0.557,N,2771.87,2089.92,1.04
WC-2023000553,Campaign-Related-Defect,1241,0.868,N,4154.73,2330.54,0.2
WC-2023000554,Engine-Extended-Warranty,364,0.51,N,4658.44,2195.34,-0.56
WC-2023000555,Fuel-System-Cold-Start,390,1.041,N,3525.56,2352.52,-0.21
WC-2023000556,Emission-DPF-Regen-Failure,335,0.908,N,3920.94,2145.67,-1.39
WC-2023000557,Engine-Extended-Warranty,364,0.388,N,4658.44,2195.34,1.99
WC-2023000558,Fuel-System-Cold-Start,390,0.546,N,3525.56,2352.52,-0.45
WC-2023000559,Brake-Rust-Belt-Winter,562,0.649,N,2534.44,1878.53,-1.12
WC-2023000560,Campaign-Related-Defect,1241,1.58,N,4154.73,2330.54,-0.44
WC-2023000561,Campaign-Related-Defect,1241,1.05,N,4154.73,2330.54,-0.67
WC-2023000562,Campaign-Related-Defect,1241,1.603,N,4154.73,2330.54,0.17
WC-2023000563,Fuel-System-Cold-Start,390,0.166,N,3525.56,2352.52,1.25
WC-2023000564,Electrical-Intermittent-Faults,470,0.61,N,3130.91,1970.63,0.84
WC-2023000565,Drivetrain-Construction-Fleet,254,1.273,N,4330.36,2909.27,1.32
WC-2023000566,Cooling-Summer-Sun-Belt,509,4.14,Y,2771.87,2089.92,-0.69
WC-2023000567,Campaign-Related-Defect,1241,0.601,N,4154.73,2330.54,-0.85
WC-2023000568,Brake-Rust-Belt-Winter,562,0.463,N,2534.44,1878.53,0.09
WC-2023000569,Campaign-Related-Defect,1241,0.296,N,4154.73,2330.54,0.32
WC-2023000570,Campaign-Related-Defect,1241,0.236,N,4154.73,2330.54,-0.37
WC-2023000571,Campaign-Related-Defect,1241,2.642,N,4154.73,2330.54,-0.72
WC-2023000572,Electrical-Intermittent-Faults,470,0.432,N,3130.91,1970.63,0.5
WC-2023000573,Brake-Rust-Belt-Winter,562,1.526,N,2534.44,1878.53,1.85
WC-2023000574,Fuel-System-Cold-Start,390,0.89,N,3525.56,2352.52,-0.27
WC-2023000575,Cooling-Summer-Sun-Belt,509,0.865,N,2771.87,2089.92,-0.9
WC-2023000576,Brake-Rust-Belt-Winter,562,0.248,N,2534.44,1878.53,-0.61
WC-2023000577,Emission-DPF-Regen-Failure,335,1.03,N,3920.94,2145.67,1.2
WC-2023000578,Engine-Extended-Warranty,364,0.602,N,4658.44,2195.34,-1.47
WC-2023000579,Emission-High-Mileage-Cascadia,339,1.347,N,3724.51,1975.33,-0.33
WC-2023000580,Brake-Rust-Belt-Winter,562,0.269,N,2534.44,1878.53,0.56
WC-2023000581,Cooling-Summer-Sun-Belt,509,3.289,Y,2771.87,2089.92,0.38
WC-2023000582,Engine-Extended-Warranty,364,4.137,Y,4658.44,2195.34,-0.9
WC-2023000583,Emission-High-Mileage-Cascadia,339,0.688,N,3724.51,1975.33,-1.43
WC-2023000584,Campaign-Related-Defect,1241,0.767,N,4154.73,2330.54,0.33
WC-2023000585,Campaign-Related-Defect,1241,0.95,N,4154.73,2330.54,-0.01
WC-2023000586,Campaign-Related-Defect,1241,2.237,N,4154.73,2330.54,0.49
WC-2023000587,Campaign-Related-Defect,1241,1.38,N,4154.73,2330.54,0.11
WC-2023000588,Fuel-System-Cold-Start,390,1.713,N,3525.56,2352.52,0.4
WC-2023000589,Transmission-Class8-Heavy-Use,276,1.37,N,4789.88,1996.74,-1.05
WC-2023000590,Drivetrain-Construction-Fleet,254,2.722,N,4330.36,2909.27,0.42
WC-2023000591,Cooling-Summer-Sun-Belt,509,1.144,N,2771.87,2089.92,-0.76
WC-2023000592,Brake-Rust-Belt-Winter,562,1.51,N,2534.44,1878.53,-0.45
WC-2023000593,Fuel-System-Cold-Start,390,1.82,N,3525.56,2352.52,-0.55
WC-2023000594,Transmission-Class8-Heavy-Use,276,0.692,N,4789.88,1996.74,-0.97
WC-2023000595,Campaign-Related-Defect,1241,0.711,N,4154.73,2330.54,-0.58
WC-2023000596,Cab-Body-Regional-Distribution,260,0.165,N,2397.55,2071.18,-0.48
WC-2023000597,Campaign-Related-Defect,1241,1.21,N,4154.73,2330.54,-0.8
WC-2023000598,Electrical-Intermittent-Faults,470,1.024,N,3130.91,1970.63,-0.93
WC-2023000599,Emission-DPF-Regen-Failure,335,0.867,N,3920.94,2145.67,1.31
WC-2023000600,Drivetrain-Construction-Fleet,254,1.067,N,4330.36,2909.27,1.54
WC-2023000601,Cooling-Summer-Sun-Belt,509,1.716,N,2771.87,2089.92,0.03
WC-2023000602,Engine-Extended-Warranty,364,1.664,N,4658.44,2195.34,-0.16
WC-2023000603,Campaign-Related-Defect,1241,1.309,N,4154.73,2330.54,-0.61
WC-2023000604,Brake-Rust-Belt-Winter,562,0.484,N,2534.44,1878.53,-0.58
WC-2023000605,Engine-Extended-Warranty,364,0.466,N,4658.44,2195.34,3.11
WC-2023000606,Electrical-Intermittent-Faults,470,0.718,N,3130.91,1970.63,-0.6
WC-2023000607,Campaign-Related-Defect,1241,1.855,N,4154.73,2330.54,0.44
WC-2023000608,Cab-Body-Regional-Distribution,260,0.736,N,2397.55,2071.18,0.86
