pfp_id,part_number,part_description,model_name,model_year,vehicles_in_population,expected_failure_rate_per_1000,actual_failure_count,actual_failure_rate_per_1000,deviation_pct,trend,period,last_updated
PFP-00747,A-350-100-01-00,Cab Air Spring,Western Star 49X,2023,14826,5.63,76,5.13,-8.9,Decreasing,2023-FY,2025-12-01
PFP-00748,A-350-100-01-00,Cab Air Spring,Western Star 49X,2024,9706,2.14,17,1.75,-18.2,Increasing,2024-FY,2025-12-01
PFP-00749,A-350-100-01-00,Cab Air Spring,Freightliner 108SD,2021,5193,2.86,23,4.43,54.9,Decreasing,2021-FY,2025-12-01
PFP-00750,A-350-100-01-00,Cab Air Spring,Freightliner 108SD,2022,7335,6.26,5,0.68,-89.1,Spike,2022-FY,2025-12-01
PFP-00751,A-350-100-01-00,Cab Air Spring,Freightliner 108SD,2023,7832,7.73,14,1.79,-76.8,Increasing,2023-FY,2025-12-01
PFP-00752,A-350-100-01-00,Cab Air Spring,Freightliner 108SD,2024,758,4.59,6,7.92,72.5,Spike,2024-FY,2025-12-01
PFP-00753,A-350-100-01-00,Cab Air Spring,Western Star 47X,2021,6026,4.99,24,3.98,-20.2,Decreasing,2021-FY,2025-12-01
PFP-00754,A-350-100-01-00,Cab Air Spring,Western Star 47X,2022,552,5.8,1,1.81,-68.8,Spike,2022-FY,2025-12-01
PFP-00755,A-350-100-01-00,Cab Air Spring,Western Star 47X,2023,4656,1.67,5,1.07,-35.9,Increasing,2023-FY,2025-12-01
PFP-00756,A-350-100-01-00,Cab Air Spring,Western Star 47X,2024,9091,1.33,11,1.21,-9.0,Decreasing,2024-FY,2025-12-01
PFP-00757,A-350-200-01-00,Door Latch Assembly,Freightliner 114SD,2021,4771,7.0,5,1.05,-85.0,Spike,2021-FY,2025-12-01
PFP-00758,A-350-200-01-00,Door Latch Assembly,Freightliner 114SD,2022,8775,0.89,3,0.34,-61.8,Spike,2022-FY,2025-12-01
PFP-00759,A-350-200-01-00,Door Latch Assembly,Freightliner 114SD,2023,8193,1.95,22,2.69,37.9,Decreasing,2023-FY,2025-12-01
PFP-00760,A-350-200-01-00,Door Latch Assembly,Freightliner 114SD,2024,14911,0.77,3,0.2,-74.0,Increasing,2024-FY,2025-12-01
PFP-00761,A-350-200-01-00,Door Latch Assembly,Freightliner M2 112,2021,6989,5.22,28,4.01,-23.2,Spike,2021-FY,2025-12-01
PFP-00762,A-350-200-01-00,Door Latch Assembly,Freightliner M2 112,2022,5083,6.7,23,4.52,-32.5,Stable,2022-FY,2025-12-01
PFP-00763,A-350-200-01-00,Door Latch Assembly,Freightliner M2 112,2023,1043,7.4,6,5.75,-22.3,Spike,2023-FY,2025-12-01
PFP-00764,A-350-200-01-00,Door Latch Assembly,Freightliner M2 112,2024,11578,0.72,10,0.86,19.4,Spike,2024-FY,2025-12-01
PFP-00765,A-350-200-01-00,Door Latch Assembly,Freightliner Cascadia,2021,6700,6.16,40,5.97,-3.1,Stable,2021-FY,2025-12-01
PFP-00766,A-350-200-01-00,Door Latch Assembly,Freightliner Cascadia,2022,3791,7.32,18,4.75,-35.1,Increasing,2022-FY,2025-12-01
PFP-00767,A-350-200-01-00,Door Latch Assembly,Freightliner Cascadia,2023,4596,2.6,15,3.26,25.4,Decreasing,2023-FY,2025-12-01
PFP-00768,A-350-200-01-00,Door Latch Assembly,Freightliner Cascadia,2024,5700,5.84,16,2.81,-51.9,Spike,2024-FY,2025-12-01
PFP-00769,A-350-200-01-00,Door Latch Assembly,Freightliner M2 106,2021,9047,1.01,8,0.88,-12.9,Stable,2021-FY,2025-12-01
PFP-00770,A-350-200-01-00,Door Latch Assembly,Freightliner M2 106,2022,14109,3.76,40,2.84,-24.5,Spike,2022-FY,2025-12-01
PFP-00771,A-350-200-01-00,Door Latch Assembly,Freightliner M2 106,2023,611,3.57,4,6.55,83.5,Increasing,2023-FY,2025-12-01
PFP-00772,A-350-200-01-00,Door Latch Assembly,Freightliner M2 106,2024,13633,4.79,1,0.07,-98.5,Decreasing,2024-FY,2025-12-01
PFP-00773,A-350-200-01-00,Door Latch Assembly,Western Star 49X,2021,9886,5.34,65,6.57,23.0,Decreasing,2021-FY,2025-12-01
PFP-00774,A-350-200-01-00,Door Latch Assembly,Western Star 49X,2022,7120,5.74,14,1.97,-65.7,Increasing,2022-FY,2025-12-01
PFP-00775,A-350-200-01-00,Door Latch Assembly,Western Star 49X,2023,882,1.16,2,2.27,95.7,Increasing,2023-FY,2025-12-01
PFP-00776,A-350-200-01-00,Door Latch Assembly,Western Star 49X,2024,4118,7.96,44,10.68,34.2,Spike,2024-FY,2025-12-01
PFP-00777,A-350-200-01-00,Door Latch Assembly,Freightliner 108SD,2021,9007,4.45,2,0.22,-95.1,Stable,2021-FY,2025-12-01
PFP-00778,A-350-200-01-00,Door Latch Assembly,Freightliner 108SD,2022,9440,2.45,35,3.71,51.4,Spike,2022-FY,2025-12-01
PFP-00779,A-350-200-01-00,Door Latch Assembly,Freightliner 108SD,2023,10002,3.7,12,1.2,-67.6,Spike,2023-FY,2025-12-01
PFP-00780,A-350-200-01-00,Door Latch Assembly,Freightliner 108SD,2024,9543,2.31,17,1.78,-22.9,Stable,2024-FY,2025-12-01
PFP-00781,A-350-200-01-00,Door Latch Assembly,Western Star 47X,2021,10813,7.42,63,5.83,-21.4,Spike,2021-FY,2025-12-01
PFP-00782,A-350-200-01-00,Door Latch Assembly,Western Star 47X,2022,5468,6.33,23,4.21,-33.5,Stable,2022-FY,2025-12-01
PFP-00783,A-350-200-01-00,Door Latch Assembly,Western Star 47X,2023,1484,1.34,1,0.67,-50.0,Stable,2023-FY,2025-12-01
PFP-00784,A-350-200-01-00,Door Latch Assembly,Western Star 47X,2024,5153,4.93,15,2.91,-41.0,Increasing,2024-FY,2025-12-01
PFP-00785,A-001-030-95-00,Wiring Harness - Engine,Freightliner 114SD,2021,4967,3.17,18,3.62,14.2,Decreasing,2021-FY,2025-12-01
PFP-00786,A-001-030-95-00,Wiring Harness - Engine,Freightliner 114SD,2022,1603,7.29,15,9.36,28.4,Increasing,2022-FY,2025-12-01
PFP-00787,A-001-030-95-00,Wiring Harness - Engine,Freightliner 114SD,2023,12741,7.5,5,0.39,-94.8,Spike,2023-FY,2025-12-01
PFP-00788,A-001-030-95-00,Wiring Harness - Engine,Freightliner 114SD,2024,10052,2.52,5,0.5,-80.2,Decreasing,2024-FY,2025-12-01
PFP-00789,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 112,2021,14724,7.75,100,6.79,-12.4,Spike,2021-FY,2025-12-01
PFP-00790,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 112,2022,5326,2.91,11,2.07,-28.9,Decreasing,2022-FY,2025-12-01
PFP-00791,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 112,2023,11830,4.28,37,3.13,-26.9,Spike,2023-FY,2025-12-01
PFP-00792,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 112,2024,544,3.0,1,1.84,-38.7,Spike,2024-FY,2025-12-01
PFP-00793,A-001-030-95-00,Wiring Harness - Engine,Freightliner Cascadia,2021,10051,7.13,80,7.96,11.6,Increasing,2021-FY,2025-12-01
PFP-00794,A-001-030-95-00,Wiring Harness - Engine,Freightliner Cascadia,2022,9998,4.9,51,5.1,4.1,Increasing,2022-FY,2025-12-01
PFP-00795,A-001-030-95-00,Wiring Harness - Engine,Freightliner Cascadia,2023,7954,6.25,72,9.05,44.8,Decreasing,2023-FY,2025-12-01
PFP-00796,A-001-030-95-00,Wiring Harness - Engine,Freightliner Cascadia,2024,4946,7.64,33,6.67,-12.7,Increasing,2024-FY,2025-12-01
PFP-00797,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 106,2021,2193,6.88,7,3.19,-53.6,Stable,2021-FY,2025-12-01
PFP-00798,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 106,2022,7567,3.2,27,3.57,11.6,Stable,2022-FY,2025-12-01
PFP-00799,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 106,2023,4741,3.91,10,2.11,-46.0,Increasing,2023-FY,2025-12-01
PFP-00800,A-001-030-95-00,Wiring Harness - Engine,Freightliner M2 106,2024,9138,6.23,38,4.16,-33.2,Stable,2024-FY,2025-12-01
PFP-00801,A-001-030-95-00,Wiring Harness - Engine,Western Star 49X,2021,1751,7.38,3,1.71,-76.8,Increasing,2021-FY,2025-12-01
PFP-00802,A-001-030-95-00,Wiring Harness - Engine,Western Star 49X,2022,14795,6.01,61,4.12,-31.4,Stable,2022-FY,2025-12-01
PFP-00803,A-001-030-95-00,Wiring Harness - Engine,Western Star 49X,2023,6022,5.57,46,7.64,37.2,Increasing,2023-FY,2025-12-01
PFP-00804,A-001-030-95-00,Wiring Harness - Engine,Western Star 49X,2024,2883,7.7,28,9.71,26.1,Stable,2024-FY,2025-12-01
PFP-00805,A-001-030-95-00,Wiring Harness - Engine,Freightliner 108SD,2021,3278,4.28,21,6.41,49.8,Increasing,2021-FY,2025-12-01
PFP-00806,A-001-030-95-00,Wiring Harness - Engine,Freightliner 108SD,2022,7774,3.86,35,4.5,16.6,Spike,2022-FY,2025-12-01
PFP-00807,A-001-030-95-00,Wiring Harness - Engine,Freightliner 108SD,2023,7074,3.56,16,2.26,-36.5,Decreasing,2023-FY,2025-12-01
PFP-00808,A-001-030-95-00,Wiring Harness - Engine,Freightliner 108SD,2024,4049,4.25,6,1.48,-65.2,Increasing,2024-FY,2025-12-01
PFP-00809,A-001-030-95-00,Wiring Harness - Engine,Western Star 47X,2021,14637,5.88,54,3.69,-37.2,Stable,2021-FY,2025-12-01
PFP-00810,A-001-030-95-00,Wiring Harness - Engine,Western Star 47X,2022,6887,4.32,28,4.07,-5.8,Increasing,2022-FY,2025-12-01
PFP-00811,A-001-030-95-00,Wiring Harness - Engine,Western Star 47X,2023,2229,0.89,3,1.35,51.7,Increasing,2023-FY,2025-12-01
PFP-00812,A-001-030-95-00,Wiring Harness - Engine,Western Star 47X,2024,9691,5.65,29,2.99,-47.1,Spike,2024-FY,2025-12-01
PFP-00813,A-680-495-01-00,NOx Sensor,Freightliner 114SD,2021,7484,6.39,68,9.09,42.3,Stable,2021-FY,2025-12-01
PFP-00814,A-680-495-01-00,NOx Sensor,Freightliner 114SD,2022,13059,2.49,1,0.08,-96.8,Spike,2022-FY,2025-12-01
PFP-00815,A-680-495-01-00,NOx Sensor,Freightliner 114SD,2023,11791,7.13,94,7.97,11.8,Stable,2023-FY,2025-12-01
PFP-00816,A-680-495-01-00,NOx Sensor,Freightliner 114SD,2024,4806,6.36,45,9.36,47.2,Decreasing,2024-FY,2025-12-01
PFP-00817,A-680-495-01-00,NOx Sensor,Freightliner M2 112,2021,12827,2.46,8,0.62,-74.8,Decreasing,2021-FY,2025-12-01
PFP-00818,A-680-495-01-00,NOx Sensor,Freightliner M2 112,2022,4074,4.48,21,5.15,15.0,Decreasing,2022-FY,2025-12-01
PFP-00819,A-680-495-01-00,NOx Sensor,Freightliner M2 112,2023,11218,2.8,34,3.03,8.2,Stable,2023-FY,2025-12-01
PFP-00820,A-680-495-01-00,NOx Sensor,Freightliner M2 112,2024,1840,3.2,9,4.89,52.8,Decreasing,2024-FY,2025-12-01
PFP-00821,A-680-495-01-00,NOx Sensor,Freightliner Cascadia,2021,1009,6.58,7,6.94,5.5,Decreasing,2021-FY,2025-12-01
PFP-00822,A-680-495-01-00,NOx Sensor,Freightliner Cascadia,2022,13716,6.75,19,1.39,-79.4,Increasing,2022-FY,2025-12-01
PFP-00823,A-680-495-01-00,NOx Sensor,Freightliner Cascadia,2023,6474,3.67,5,0.77,-79.0,Spike,2023-FY,2025-12-01
PFP-00824,A-680-495-01-00,NOx Sensor,Freightliner Cascadia,2024,10378,6.61,52,5.01,-24.2,Stable,2024-FY,2025-12-01
PFP-00825,A-680-495-01-00,NOx Sensor,Freightliner M2 106,2021,596,6.27,2,3.36,-46.4,Decreasing,2021-FY,2025-12-01
PFP-00826,A-680-495-01-00,NOx Sensor,Freightliner M2 106,2022,1102,2.41,2,1.81,-24.9,Increasing,2022-FY,2025-12-01
PFP-00827,A-680-495-01-00,NOx Sensor,Freightliner M2 106,2023,3820,7.43,15,3.93,-47.1,Decreasing,2023-FY,2025-12-01
PFP-00828,A-680-495-01-00,NOx Sensor,Freightliner M2 106,2024,6291,6.44,17,2.7,-58.1,Stable,2024-FY,2025-12-01
PFP-00829,A-680-495-01-00,NOx Sensor,Western Star 49X,2021,11192,7.97,32,2.86,-64.1,Stable,2021-FY,2025-12-01
PFP-00830,A-680-495-01-00,NOx Sensor,Western Star 49X,2022,11691,0.85,6,0.51,-40.0,Decreasing,2022-FY,2025-12-01
PFP-00831,A-680-495-01-00,NOx Sensor,Western Star 49X,2023,14238,4.84,35,2.46,-49.2,Stable,2023-FY,2025-12-01
PFP-00832,A-680-495-01-00,NOx Sensor,Western Star 49X,2024,3099,6.88,30,9.68,40.7,Decreasing,2024-FY,2025-12-01
PFP-00833,A-680-495-01-00,NOx Sensor,Freightliner 108SD,2021,1378,1.85,1,0.73,-60.5,Spike,2021-FY,2025-12-01
PFP-00834,A-680-495-01-00,NOx Sensor,Freightliner 108SD,2022,6258,2.58,13,2.08,-19.4,Increasing,2022-FY,2025-12-01
PFP-00835,A-680-495-01-00,NOx Sensor,Freightliner 108SD,2023,6491,0.89,3,0.46,-48.3,Decreasing,2023-FY,2025-12-01
PFP-00836,A-680-495-01-00,NOx Sensor,Freightliner 108SD,2024,3007,6.75,1,0.33,-95.1,Increasing,2024-FY,2025-12-01
PFP-00837,A-680-495-01-00,NOx Sensor,Western Star 47X,2021,11037,3.44,14,1.27,-63.1,Stable,2021-FY,2025-12-01
PFP-00838,A-680-495-01-00,NOx Sensor,Western Star 47X,2022,9723,7.17,103,10.59,47.7,Stable,2022-FY,2025-12-01
PFP-00839,A-680-495-01-00,NOx Sensor,Western Star 47X,2023,4864,2.75,6,1.23,-55.3,Decreasing,2023-FY,2025-12-01
PFP-00840,A-680-495-01-00,NOx Sensor,Western Star 47X,2024,4132,6.03,32,7.74,28.4,Spike,2024-FY,2025-12-01
