audit_id,claim_id,action,action_date,performed_by,role,previous_status,new_status,notes,routing_rule
AUD-000170,WC-2023000074,Rejected,2025-12-31 18:00:00,REVIEWER-09,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-000171,WC-2023000075,Submitted,2024-05-28 00:00:00,DLR-002-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000172,WC-2023000075,Routed,2024-05-29 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-000173,WC-2023000075,Rejected,2024-05-30 04:00:00,REVIEWER-07,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-000174,WC-2023000076,Submitted,2025-12-12 00:00:00,DLR-001-TECH-14,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000175,WC-2023000076,Routed,2025-12-13 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-000176,WC-2023000076,Rejected,2025-12-16 15:00:00,REVIEWER-03,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-000177,WC-2023000077,Submitted,2025-02-11 00:00:00,DLR-003-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000178,WC-2023000077,Routed,2025-02-11 06:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-000179,WC-2023000078,Submitted,2024-09-05 00:00:00,DLR-001-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000180,WC-2023000078,Routed,2024-09-05 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-000181,WC-2023000079,Submitted,2023-01-28 00:00:00,DLR-007-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000182,WC-2023000079,Routed,2023-01-29 07:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 50. Routed to REVIEWER-10.,BORDERLINE_RISK_SPOT_CHECK
AUD-000183,WC-2023000080,Submitted,2024-01-17 00:00:00,DLR-017-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000184,WC-2023000080,Routed,2024-01-18 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-000185,WC-2023000080,Rejected,2024-01-21 06:00:00,REVIEWER-02,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-000186,WC-2023000081,Submitted,2024-10-24 00:00:00,DLR-007-TECH-15,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000187,WC-2023000081,Routed,2024-10-24 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-000188,WC-2023000082,Submitted,2024-02-11 00:00:00,DLR-002-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000189,WC-2023000082,Routed,2024-02-12 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-000190,WC-2023000082,Rejected,2024-02-13 22:00:00,REVIEWER-07,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-000191,WC-2023000083,Submitted,2023-01-26 00:00:00,DLR-015-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000192,WC-2023000083,Routed,2023-01-26 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000193,WC-2023000083,Rejected,2023-01-26 10:00:00,REVIEWER-04,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-000194,WC-2023000084,Submitted,2023-12-28 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000195,WC-2023000084,Routed,2023-12-29 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-000196,WC-2023000085,Submitted,2025-11-21 00:00:00,DLR-005-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000197,WC-2023000085,Routed,2025-11-22 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-000198,WC-2023000086,Submitted,2023-08-15 00:00:00,DLR-008-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000199,WC-2023000086,Routed,2023-08-16 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-000200,WC-2023000086,Rejected,2023-08-17 04:00:00,REVIEWER-11,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-000201,WC-2023000087,Submitted,2024-02-04 00:00:00,DLR-005-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000202,WC-2023000087,Routed,2024-02-05 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-000203,WC-2023000088,Submitted,2024-04-13 00:00:00,DLR-009-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000204,WC-2023000088,Routed,2024-04-14 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-000205,WC-2023000089,Submitted,2025-03-01 00:00:00,DLR-015-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000206,WC-2023000089,Routed,2025-03-02 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-000207,WC-2023000090,Submitted,2025-11-17 00:00:00,DLR-004-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000208,WC-2023000090,Routed,2025-11-17 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-000209,WC-2023000091,Submitted,2025-09-01 00:00:00,DLR-008-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000210,WC-2023000091,Routed,2025-09-01 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-000211,WC-2023000092,Submitted,2024-12-09 00:00:00,DLR-020-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000212,WC-2023000092,Routed,2024-12-09 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-000213,WC-2023000092,Approved,2024-12-11 00:00:00,REVIEWER-07,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000214,WC-2023000093,Submitted,2025-01-09 00:00:00,DLR-010-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000215,WC-2023000093,Routed,2025-01-10 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-000216,WC-2023000093,Approved,2025-01-11 23:00:00,REVIEWER-13,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000217,WC-2023000094,Submitted,2024-05-07 00:00:00,DLR-014-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000218,WC-2023000094,Routed,2024-05-07 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-000219,WC-2023000095,Submitted,2025-06-25 00:00:00,DLR-004-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000220,WC-2023000095,Routed,2025-06-26 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-000221,WC-2023000095,Rejected,2025-06-27 08:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-000222,WC-2023000096,Submitted,2023-02-16 00:00:00,DLR-011-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000223,WC-2023000096,Routed,2023-02-16 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-000224,WC-2023000096,Rejected,2023-02-19 04:00:00,REVIEWER-08,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-000225,WC-2023000097,Submitted,2024-01-19 00:00:00,DLR-003-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000226,WC-2023000097,Routed,2024-01-20 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-000227,WC-2023000097,Rejected,2024-01-25 01:00:00,REVIEWER-14,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-000228,WC-2023000098,Submitted,2023-11-17 00:00:00,DLR-006-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000229,WC-2023000098,Routed,2023-11-17 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-000230,WC-2023000099,Submitted,2023-09-08 00:00:00,DLR-011-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000231,WC-2023000099,Routed,2023-09-09 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-000232,WC-2023000100,Submitted,2025-07-07 00:00:00,DLR-020-TECH-08,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000233,WC-2023000100,Routed,2025-07-08 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 29. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000234,WC-2023000101,Submitted,2025-07-16 00:00:00,DLR-018-TECH-10,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000235,WC-2023000101,Routed,2025-07-16 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-000236,WC-2023000102,Submitted,2025-05-12 00:00:00,DLR-020-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000237,WC-2023000102,Routed,2025-05-13 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 7. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-000238,WC-2023000103,Submitted,2025-03-02 00:00:00,DLR-008-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000239,WC-2023000103,Routed,2025-03-02 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000240,WC-2023000103,Rejected,2025-03-03 05:00:00,REVIEWER-04,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-000241,WC-2023000104,Submitted,2023-05-25 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000242,WC-2023000104,Routed,2023-05-25 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-000243,WC-2023000105,Submitted,2025-10-28 00:00:00,DLR-010-TECH-12,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000244,WC-2023000105,Routed,2025-10-28 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000245,WC-2023000106,Submitted,2025-08-15 00:00:00,DLR-008-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000246,WC-2023000106,Routed,2025-08-16 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000247,WC-2023000107,Submitted,2025-04-27 00:00:00,DLR-019-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000248,WC-2023000107,Routed,2025-04-27 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 37. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-000249,WC-2023000107,Approved,2025-04-30 10:00:00,REVIEWER-05,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000250,WC-2023000108,Submitted,2025-11-28 00:00:00,DLR-020-TECH-08,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000251,WC-2023000108,Routed,2025-11-28 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 7. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000252,WC-2023000108,Rejected,2025-12-01 19:00:00,REVIEWER-04,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-000253,WC-2023000109,Submitted,2023-08-02 00:00:00,DLR-011-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000254,WC-2023000109,Routed,2023-08-02 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-000255,WC-2023000109,Approved,2023-08-04 05:00:00,REVIEWER-01,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000256,WC-2023000110,Submitted,2025-05-14 00:00:00,DLR-010-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000257,WC-2023000110,Routed,2025-05-15 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-000258,WC-2023000110,Rejected,2025-05-18 14:00:00,REVIEWER-13,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-000259,WC-2023000111,Submitted,2025-12-08 00:00:00,DLR-003-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000260,WC-2023000111,Routed,2025-12-08 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-000261,WC-2023000111,Approved,2025-12-13 02:00:00,REVIEWER-10,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000262,WC-2023000112,Submitted,2025-02-18 00:00:00,DLR-020-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000263,WC-2023000112,Routed,2025-02-19 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-000264,WC-2023000113,Submitted,2024-05-14 00:00:00,DLR-005-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000265,WC-2023000113,Routed,2024-05-14 06:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-000266,WC-2023000113,Rejected,2024-05-19 02:00:00,REVIEWER-03,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-000267,WC-2023000114,Submitted,2024-05-21 00:00:00,DLR-006-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000268,WC-2023000114,Routed,2024-05-21 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-000269,WC-2023000115,Submitted,2024-06-06 00:00:00,DLR-017-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000270,WC-2023000115,Routed,2024-06-07 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 37. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000271,WC-2023000116,Submitted,2024-12-14 00:00:00,DLR-006-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000272,WC-2023000116,Routed,2024-12-15 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-000273,WC-2023000117,Submitted,2023-09-02 00:00:00,DLR-017-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000274,WC-2023000117,Routed,2023-09-03 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-000275,WC-2023000117,Rejected,2023-09-07 08:00:00,REVIEWER-14,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-000276,WC-2023000118,Submitted,2023-01-18 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000277,WC-2023000118,Routed,2023-01-19 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-000278,WC-2023000118,Approved,2023-01-23 17:00:00,REVIEWER-07,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000279,WC-2023000119,Submitted,2023-11-27 00:00:00,DLR-002-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000280,WC-2023000119,Routed,2023-11-28 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-000281,WC-2023000119,Rejected,2023-11-29 14:00:00,REVIEWER-12,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-000282,WC-2023000120,Submitted,2025-01-15 00:00:00,DLR-003-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000283,WC-2023000120,Routed,2025-01-15 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-000284,WC-2023000120,Approved,2025-01-17 23:00:00,REVIEWER-13,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000285,WC-2023000121,Submitted,2023-05-16 00:00:00,DLR-013-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000286,WC-2023000121,Routed,2023-05-16 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-000287,WC-2023000122,Submitted,2024-05-27 00:00:00,DLR-003-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000288,WC-2023000122,Routed,2024-05-27 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-000289,WC-2023000123,Submitted,2025-12-25 00:00:00,DLR-010-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000290,WC-2023000123,Routed,2025-12-26 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000291,WC-2023000124,Submitted,2023-05-27 00:00:00,DLR-018-TECH-12,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000292,WC-2023000124,Routed,2023-05-28 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-000293,WC-2023000124,Approved,2023-06-02 00:00:00,REVIEWER-09,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000294,WC-2023000125,Submitted,2025-09-04 00:00:00,DLR-017-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000295,WC-2023000125,Routed,2025-09-05 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-000296,WC-2023000125,Rejected,2025-09-10 17:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-000297,WC-2023000126,Submitted,2024-08-12 00:00:00,DLR-007-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000298,WC-2023000126,Routed,2024-08-12 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-000299,WC-2023000127,Submitted,2023-12-10 00:00:00,DLR-011-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000300,WC-2023000127,Routed,2023-12-10 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-000301,WC-2023000127,Approved,2023-12-12 05:00:00,REVIEWER-03,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000302,WC-2023000128,Submitted,2024-02-17 00:00:00,DLR-017-TECH-10,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000303,WC-2023000128,Routed,2024-02-17 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-000304,WC-2023000128,Approved,2024-02-22 12:00:00,REVIEWER-05,Claim Processor,Approved,Approved,Claim approved after review,
AUD-000305,WC-2023000129,Submitted,2024-07-20 00:00:00,DLR-017-TECH-11,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000306,WC-2023000129,Routed,2024-07-21 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000307,WC-2023000130,Submitted,2023-04-04 00:00:00,DLR-011-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000308,WC-2023000130,Routed,2023-04-05 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-000309,WC-2023000131,Submitted,2025-09-23 00:00:00,DLR-017-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-000310,WC-2023000131,Routed,2025-09-23 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-000311,WC-2023000132,Submitted,2025-07-24 00:00:00,DLR-007-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-000312,WC-2023000132,Routed,2025-07-24 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-000313,WC-2023000133,Submitted,2025-01-06 00:00:00,DLR-016-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000314,WC-2023000133,Routed,2025-01-07 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-000315,WC-2023000134,Submitted,2025-10-02 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000316,WC-2023000134,Routed,2025-10-03 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-000317,WC-2023000135,Submitted,2025-04-04 00:00:00,DLR-016-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-000318,WC-2023000135,Routed,2025-04-04 07:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 62. Routed to REVIEWER-07.,MEDIUM_RISK_MANUAL_REVIEW
AUD-000319,WC-2023000135,Approved,2025-04-06 15:00:00,REVIEWER-07,Claim Processor,Under Review,Approved,Claim approved after review,
AUD-000320,WC-2023000136,Submitted,2025-12-13 00:00:00,DLR-017-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-000321,WC-2023000136,Routed,2025-12-13 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
